t (s),V (mV)
0,15.8082
0.974,15.8
1.912,15.7912
2.851,15.7817
3.824,15.7717
4.819,15.7594
5.819,15.7467
6.82,15.7366
7.82,15.7268
8.819,15.7149
9.819,15.7037
10.819,15.6949
11.82,15.6838
12.82,15.6742
13.819,15.6642
14.819,15.6514
15.819,15.6416
16.819,15.6318
17.82,15.6223
18.82,15.6117
19.819,15.6008
20.819,15.5907
21.819,15.5799
22.819,15.5716
23.82,15.5593
24.82,15.5489
25.819,15.5396
26.819,15.5295
27.819,15.5194
28.82,15.5088
29.82,15.5004
30.82,15.4888
31.819,15.4783
32.819,15.4705
33.819,15.4593
34.82,15.4492
35.82,15.4373
36.819,15.4285
37.819,15.4185
38.82,15.4075
39.82,15.3979
40.819,15.3878
41.819,15.378
42.819,15.3676
43.819,15.3579
44.819,15.3477
45.82,15.338
46.82,15.3273
47.819,15.3182
48.819,15.3082
49.819,15.2986
50.82,15.2888
51.82,15.2783
52.819,15.2691
53.819,15.2588
54.819,15.2501
55.819,15.2403
56.82,15.2307
57.82,15.2198
58.82,15.2109
59.819,15.2007
60.82,15.1906
61.82,15.1806
62.819,15.1717
63.819,15.1615
64.82,15.152
65.82,15.1421
66.82,15.1321
67.819,15.1226
68.819,15.1131
69.819,15.1041
70.82,15.0942
71.82,15.0845
72.819,15.0735
73.82,15.0645
74.819,15.0558
75.819,15.0462
76.82,15.0362
77.82,15.0277
78.819,15.0169
79.819,15.0079
80.819,14.9978
81.82,14.9882
82.819,14.9789
83.819,14.9701
84.82,14.9603
85.819,14.9507
86.819,14.9416
87.819,14.9311
88.82,14.9212
89.819,14.9124
90.819,14.9023
91.82,14.8936
92.82,14.8836
93.819,14.8745
94.819,14.8652
95.82,14.8556
96.82,14.8457
97.819,14.8371
98.82,14.8271
99.82,14.8182
100.819,14.8087
101.82,14.7994
102.82,14.7906
103.819,14.781
104.82,14.7721
105.819,14.7624
106.82,14.7531
107.82,14.7456
108.819,14.7373
109.82,14.727
110.82,14.7189
111.819,14.7098
112.82,14.7008
113.819,14.6917
114.819,14.6832
115.82,14.6756
116.819,14.6655
117.819,14.6576
118.82,14.6484
119.82,14.64
120.819,14.6301
121.82,14.6223
122.82,14.613
123.819,14.6039
124.82,14.596
125.819,14.5865
126.819,14.5784
127.82,14.57
128.819,14.5612
129.819,14.5524
130.819,14.5435
131.819,14.5346
132.82,14.5257
133.819,14.5171
134.82,14.5079
135.82,14.4994
136.819,14.4909
137.82,14.4814
138.819,14.4727
139.819,14.4634
140.82,14.4541
141.819,14.4456
142.819,14.4378
143.82,14.4279
144.82,14.4188
145.819,14.4108
146.82,14.4025
147.819,14.3937
148.819,14.3847
149.82,14.3759
150.82,14.3677
151.819,14.3589
152.819,14.3504
153.82,14.3416
154.819,14.3337
155.819,14.3252
156.82,14.3158
157.819,14.3083
158.819,14.2995
159.819,14.291
160.819,14.283
161.82,14.2734
162.819,14.2652
163.82,14.2561
164.819,14.2487
165.82,14.2396
166.819,14.2317
167.819,14.2224
168.819,14.2152
169.82,14.2068
170.819,14.1989
171.82,14.1898
172.819,14.1813
173.819,14.1733
174.819,14.165
175.82,14.1555
176.819,14.1472
177.82,14.1386
178.819,14.1302
179.82,14.122
180.82,14.1133
181.819,14.1048
182.82,14.0961
183.819,14.0883
184.819,14.0796
185.82,14.0717
186.82,14.0635
187.82,14.0539
188.82,14.0462
189.819,14.0374
190.82,14.0295
191.819,14.0202
192.82,14.0123
193.819,14.0032
194.819,13.9946
195.82,13.9862
196.819,13.9789
197.82,13.9698
198.819,13.9623
199.82,13.9536
200.819,13.946
201.819,13.9379
202.819,13.9288
203.82,13.9217
204.819,13.9142
205.82,13.9047
206.819,13.8972
207.82,13.8893
208.819,13.8812
209.82,13.8726
210.819,13.8653
211.82,13.8566
212.819,13.8495
213.82,13.8413
214.819,13.8341
215.82,13.8249
216.819,13.8184
217.819,13.8097
218.82,13.8015
219.819,13.7946
220.82,13.7863
221.819,13.7782
222.82,13.7705
223.819,13.7618
224.82,13.7536
225.819,13.7453
226.82,13.7386
227.82,13.7303
228.82,13.7217
229.819,13.7147
230.819,13.7074
231.82,13.6996
232.819,13.6914
233.819,13.6833
234.82,13.6748
235.819,13.6686
236.82,13.6602
237.819,13.6529
238.819,13.6456
239.819,13.6377
240.82,13.6296
241.819,13.6224
242.82,13.6145
243.819,13.6083
244.819,13.5999
245.819,13.5918
246.82,13.5833
247.819,13.5758
248.82,13.568
249.82,13.561
250.819,13.5527
251.82,13.5454
252.819,13.5375
253.82,13.5291
254.82,13.5207
255.819,13.5132
256.819,13.5048
257.82,13.4971
258.82,13.4886
259.819,13.4809
260.82,13.4731
261.819,13.4651
262.82,13.4579
263.819,13.45
264.82,13.4421
265.82,13.4342
266.819,13.4268
267.82,13.4207
268.819,13.4115
269.82,13.4041
270.819,13.3965
271.82,13.3885
272.82,13.3809
273.819,13.3734
274.82,13.3651
275.819,13.358
276.82,13.3501
277.819,13.342
278.82,13.3343
279.819,13.3271
280.819,13.3206
281.82,13.3126
282.819,13.3042
283.82,13.2981
284.819,13.29
285.82,13.2832
286.819,13.2763
287.82,13.2691
288.82,13.2618
289.819,13.2549
290.819,13.247
291.82,13.2394
292.819,13.2319
293.82,13.2238
294.82,13.2172
295.82,13.2097
296.819,13.2026
297.82,13.195
298.819,13.1873
299.819,13.1805
300.82,13.1729
301.819,13.165
302.819,13.1582
303.82,13.1503
304.82,13.1434
305.819,13.1352
306.82,13.128
307.82,13.1213
308.819,13.114
309.819,13.1063
310.82,13.099
311.819,13.0921
312.82,13.0848
313.82,13.077
314.819,13.0702
315.82,13.0628
316.819,13.0554
317.819,13.0481
318.82,13.0404
319.819,13.0333
320.819,13.0263
321.82,13.0179
322.819,13.0119
323.819,13.0049
324.82,12.9977
325.819,12.9903
326.82,12.9827
327.819,12.9759
328.82,12.9683
329.82,12.9621
330.819,12.9541
331.82,12.9472
332.82,12.9394
333.82,12.9319
334.819,12.926
335.819,12.918
336.82,12.9111
337.82,12.9034
338.819,12.8983
339.82,12.889
340.82,12.8837
341.819,12.8763
342.82,12.869
343.82,12.8632
344.819,12.8556
345.819,12.8486
346.82,12.8413
347.82,12.834
348.82,12.8274
349.82,12.8194
350.82,12.8122
351.819,12.8062
352.82,12.7985
353.82,12.792
354.819,12.7856
355.82,12.778
356.82,12.7712
357.819,12.7645
358.819,12.7572
359.82,12.7497
360.82,12.7436
361.82,12.7371
362.819,12.7303
363.819,12.723
364.82,12.7149
365.82,12.7081
366.819,12.7019
367.819,12.6949
368.82,12.6873
369.82,12.6799
370.819,12.6729
371.819,12.6663
372.82,12.6591
373.819,12.652
374.819,12.6452
375.82,12.6386
376.82,12.6312
377.819,12.6235
378.82,12.6166
379.82,12.6084
380.82,12.603
381.82,12.5962
382.819,12.5903
383.819,12.5816
384.82,12.5748
385.82,12.5665
386.819,12.5614
387.819,12.5546
388.82,12.5475
389.82,12.5409
390.82,12.5336
391.819,12.5268
392.819,12.515
393.82,12.5131
394.82,12.5062
395.819,12.4991
396.819,12.4924
397.82,12.4868
398.82,12.4791
399.819,12.4719
400.819,12.4651
401.82,12.4584
402.82,12.4513
403.819,12.4449
404.819,12.4375
405.82,12.4311
406.82,12.4242
407.82,12.4175
408.82,12.411
409.82,12.4032
410.819,12.3985
411.819,12.391
412.82,12.384
413.82,12.3776
414.82,12.3707
415.82,12.3644
416.819,12.3574
417.819,12.3513
418.82,12.3461
419.82,12.3384
420.819,12.3321
421.819,12.3255
422.819,12.3191
423.82,12.3115
424.82,12.3057
425.82,12.2983
426.82,12.293
427.819,12.2866
428.819,12.2797
429.819,12.273
430.82,12.2658
431.82,12.2599
432.819,12.2536
433.819,12.2472
434.82,12.2392
435.82,12.2336
436.82,12.227
437.82,12.2211
438.82,12.214
439.82,12.2069
440.82,12.2002
441.82,12.1939
442.82,12.188
443.82,12.1816
444.82,12.1749
445.819,12.1689
446.819,12.1616
447.819,12.1563
448.82,12.1486
449.819,12.1413
450.819,12.1351
451.819,12.1284
452.82,12.1211
453.82,12.1144
454.82,12.1082
455.82,12.1011
456.82,12.0948
457.82,12.0883
458.82,12.0817
459.819,12.075
460.819,12.0692
461.819,12.063
462.82,12.0554
463.82,12.0492
464.819,12.0432
465.819,12.0366
466.819,12.0297
467.82,12.0231
468.82,12.0172
469.82,12.0102
470.82,12.004
471.82,11.9966
472.82,11.9906
473.82,11.9842
474.819,11.9773
475.819,11.9718
476.82,11.9659
477.82,11.9599
478.819,11.953
479.819,11.9471
480.819,11.9404
481.82,11.9351
482.82,11.9277
483.82,11.921
484.82,11.9153
485.82,11.9093
486.82,11.9021
487.819,11.8967
488.819,11.8907
489.819,11.8842
490.819,11.8782
491.819,11.8711
492.819,11.8657
493.82,11.8599
494.82,11.8535
495.819,11.847
496.819,11.8413
497.819,11.8345
498.819,11.8288
499.82,11.8235
500.82,11.8168
501.82,11.8108
502.82,11.805
503.82,11.7992
504.82,11.7926
505.82,11.7865
506.82,11.7802
507.82,11.7738
508.82,11.7685
509.819,11.7621
510.819,11.7557
511.819,11.7492
512.82,11.743
513.82,11.7364
514.819,11.7308
515.819,11.7245
516.82,11.7179
517.82,11.711
518.82,11.7055
519.82,11.6985
520.82,11.6921
521.819,11.6862
522.819,11.6791
523.82,11.6737
524.82,11.6678
525.82,11.6606
526.819,11.6536
527.819,11.6473
528.82,11.642
529.82,11.6355
530.819,11.6282
531.819,11.6221
532.82,11.6162
533.82,11.6104
534.82,11.6041
535.82,11.5977
536.82,11.5919
537.82,11.5851
538.82,11.5795
539.819,11.5727
540.82,11.5673
541.82,11.5621
542.819,11.5558
543.819,11.55
544.819,11.5439
545.819,11.5384
546.819,11.5335
547.819,11.527
548.819,11.5206
549.819,11.5156
550.819,11.5094
551.819,11.5033
552.82,11.4985
553.82,11.4926
554.82,11.4863
555.82,11.4799
556.82,11.4744
557.82,11.4694
558.82,11.4654
559.819,11.4567
560.819,11.4506
561.819,11.4444
562.819,11.4394
563.819,11.433
564.82,11.4271
565.819,11.4216
566.819,11.4157
567.82,11.4082
568.819,11.4036
569.819,11.3968
570.819,11.3906
571.819,11.3843
572.82,11.3787
573.82,11.3727
574.82,11.3666
575.82,11.3606
576.82,11.3543
577.82,11.3482
578.82,11.3424
579.82,11.3365
580.819,11.3312
581.82,11.3241
582.819,11.3189
583.819,11.3123
584.819,11.3067
585.819,11.2999
586.819,11.2946
587.82,11.2881
588.82,11.2816
589.82,11.276
590.82,11.271
591.82,11.2644
592.82,11.259
593.82,11.2533
594.82,11.2468
595.819,11.2418
596.819,11.2361
597.82,11.2302
598.82,11.2242
599.82,11.2189
600.82,11.2117
601.82,11.2062
602.82,11.1999
603.819,11.1937
604.819,11.1884
605.82,11.1831
606.82,11.1766
607.82,11.1706
608.819,11.1653
609.819,11.1588
610.82,11.1524
611.819,11.1469
612.82,11.1406
613.82,11.135
614.82,11.1286
615.82,11.1229
616.819,11.1171
617.819,11.1117
618.819,11.1062
619.819,11.1
620.819,11.0949
621.819,11.0886
622.819,11.0831
623.819,11.0773
624.82,11.0711
625.82,11.0641
626.82,11.0592
627.82,11.0534
628.82,11.048
629.82,11.0421
630.819,11.0364
631.819,11.0301
632.819,11.0247
633.819,11.0186
634.819,11.013
635.819,11.0068
636.819,11.0015
637.819,10.9958
638.819,10.9898
639.82,10.9826
640.82,10.9779
641.82,10.9705
642.819,10.966
643.82,10.9604
644.82,10.9544
645.82,10.9486
646.819,10.9437
647.819,10.9375
648.819,10.9317
649.819,10.9256
650.819,10.9209
651.819,10.9136
652.82,10.9084
653.82,10.9027
654.819,10.897
655.819,10.8907
656.82,10.8863
657.82,10.8802
658.819,10.8744
659.819,10.8693
660.82,10.864
661.82,10.8585
662.82,10.853
663.819,10.8473
664.819,10.8422
665.819,10.837
666.819,10.8303
667.82,10.8254
668.82,10.8202
669.82,10.8148
670.819,10.8091
671.819,10.8034
672.819,10.799
673.82,10.7928
674.82,10.7869
675.82,10.7816
676.819,10.7756
677.819,10.7699
678.819,10.7645
679.819,10.7592
680.819,10.7533
681.82,10.7477
682.82,10.7428
683.82,10.7368
684.819,10.7322
685.819,10.7266
686.82,10.7207
687.82,10.7156
688.819,10.7104
689.819,10.7044
690.82,10.6994
691.82,10.6932
692.819,10.6882
693.819,10.6821
694.82,10.677
695.82,10.6723
696.82,10.6667
697.819,10.6607
698.819,10.6548
699.82,10.6498
700.82,10.6442
701.82,10.6385
702.819,10.6333
703.82,10.6275
704.819,10.6221
705.819,10.6155
706.819,10.6106
707.819,10.6049
708.819,10.5999
709.818,10.5936
710.818,10.5882
711.819,10.5828
712.818,10.5774
713.818,10.5711
714.819,10.5653
715.819,10.5602
716.818,10.5538
717.819,10.5477
718.818,10.5425
719.818,10.5375
720.819,10.5326
721.818,10.5273
722.818,10.5218
723.819,10.5168
724.819,10.512
725.818,10.5063
726.818,10.5011
727.819,10.4958
728.818,10.4914
729.818,10.4861
730.819,10.4803
731.819,10.4758
732.818,10.4705
733.819,10.4651
734.819,10.4598
735.818,10.4553
736.819,10.4497
737.819,10.4449
738.818,10.4402
739.819,10.4357
740.819,10.4303
741.818,10.425
742.818,10.4187
743.819,10.4143
744.819,10.4092
745.818,10.4027
746.819,10.3979
747.818,10.3917
748.819,10.3862
749.819,10.3813
750.818,10.3743
751.818,10.3691
752.819,10.364
753.819,10.3583
754.819,10.3529
755.818,10.3464
756.818,10.3419
757.818,10.3358
758.818,10.3296
759.819,10.3247
760.818,10.3206
761.818,10.3136
762.818,10.3082
763.819,10.3031
764.819,10.2978
765.818,10.2917
766.818,10.2874
767.818,10.2823
768.818,10.2769
769.818,10.2728
770.819,10.267
771.819,10.2611
772.819,10.256
773.818,10.2512
774.819,10.2463
775.819,10.2408
776.819,10.2355
777.819,10.2315
778.818,10.2255
779.818,10.2202
780.818,10.2155
781.819,10.2102
782.819,10.206
783.818,10.2004
